,uuid,timestamp,gps_lat,gps_lon,gps_alt,file_size,width,height,s3_path,url
168422,01714d2da5dcb2f5576bc642c31ddae9546fa501,2016-10-09 14:56:50,28.456465,-80.7471883333333,1821.0,7344056.0,4288.0,2848.0,s3://ladi/Images/FEMA_CAP/3042/291501/DSC_0145_3cad623e-cff6-4b0b-9a6c-eb9bfb7468a2.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3042/291501/DSC_0145_3cad623e-cff6-4b0b-9a6c-eb9bfb7468a2.jpg
168988,5ddf93f202a1d35a981af42e546a5677d250516e,2017-09-08 14:24:13,30.200145000000003,-94.0579766666667,327.0,15703789.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613887/DSC_3101_c8c8c151-78f7-4067-9e15-7ba9596861f4.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613887/DSC_3101_c8c8c151-78f7-4067-9e15-7ba9596861f4.jpg
172555,c1de9a26db43b80e245d8a27b1c05bd695654578,2018-09-27 15:51:32,33.4606277777778,-79.1505416666667,687.0,3497266.0,4608.0,3456.0,s3://ladi/Images/FEMA_CAP/9096/615123/ChrisPet_856a3eb5-f5d7-4846-92dc-1912eb7f48f9.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615123/ChrisPet_856a3eb5-f5d7-4846-92dc-1912eb7f48f9.jpg
172916,e9328f3885543bdc7784924bfab94cc0dc21b5fb,2018-09-27 15:56:23,33.3637694444444,-79.2564527777778,688.0,3471346.0,4608.0,3456.0,s3://ladi/Images/FEMA_CAP/9096/615123/ChrisPet_a0b04fe3-48d5-4591-8165-51a5d0623b55.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615123/ChrisPet_a0b04fe3-48d5-4591-8165-51a5d0623b55.jpg
173503,f0b7e1f1a571ccee87263c84555e23916452c6c2,2016-10-09 15:34:15,28.327933333333302,-80.676295,457.0,7226590.0,4288.0,2848.0,s3://ladi/Images/FEMA_CAP/3042/291501/DSC_0535_86f75144-5ea1-4735-9a32-72012306e0ff.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3042/291501/DSC_0535_86f75144-5ea1-4735-9a32-72012306e0ff.jpg
174033,007979ee63e8e0fdac45793fd7836110dc704838,2018-09-28 15:26:53,33.8553683333333,-79.25417,554.0,6295483.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9096/615125/MarkBail_08404347-5f89-4e9f-b7a6-91f123e2c6e3.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615125/MarkBail_08404347-5f89-4e9f-b7a6-91f123e2c6e3.jpg
174038,677fd0c7a346e5c531229001ff2b9adbe6d07740,2018-09-28 14:51:53,33.6820283333333,-78.976375,539.0,6236100.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9096/615125/MarkBail_0ca78e04-c06d-4201-ac28-aef170622846.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615125/MarkBail_0ca78e04-c06d-4201-ac28-aef170622846.jpg
178884,05a273d9760b5f6668999488e939936e1cf86205,2018-09-28 09:48:00,33.2876416666667,-79.29290555555549,461.0,3444304.0,4608.0,3456.0,s3://ladi/Images/FEMA_CAP/9096/615126/SteveBla_5f3cf3b6-5a38-437f-8e20-87c68d42a863.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615126/SteveBla_5f3cf3b6-5a38-437f-8e20-87c68d42a863.jpg
179146,c40cb6f60b4447ef90c9e79cd4b338d7dfe140bc,2018-09-28 10:58:50,33.5541138888889,-79.1526694444445,794.0,3468567.0,4608.0,3456.0,s3://ladi/Images/FEMA_CAP/9096/615126/SteveBla_7110faad-5539-404a-8530-a83262233489.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615126/SteveBla_7110faad-5539-404a-8530-a83262233489.jpg
179386,3ec293d773a09f45c7c22b4d6287858f093fa916,2017-09-02 16:42:36,29.610754999999997,-95.77334499999999,351.0,12329175.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613586/DSC_0878_abf4a622-c32e-4a7e-921b-01a56d8a6313.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613586/DSC_0878_abf4a622-c32e-4a7e-921b-01a56d8a6313.jpg
180101,238ad739e2b0239c504b4082137abeb45b0e99fb,2018-09-28 10:52:09,33.6456694444444,-79.1440027777778,799.0,3461859.0,4608.0,3456.0,s3://ladi/Images/FEMA_CAP/9096/615126/SteveBla_9798238d-63c3-4e37-8c52-dd7a7ccaf744.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615126/SteveBla_9798238d-63c3-4e37-8c52-dd7a7ccaf744.jpg
180303,053ea4216930cac3a96430040075c4cdf97c33f7,2017-09-02 16:45:22,29.575506666666698,-95.7367266666667,379.0,14003753.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613586/DSC_0926_2e65c31e-049e-4f3d-b60e-d3ec9dfef8e6.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613586/DSC_0926_2e65c31e-049e-4f3d-b60e-d3ec9dfef8e6.jpg
181113,6d9490cba06c56ff1e32f9a4702c934509247b1b,2017-09-02 16:47:57,29.5702283333333,-95.68213,385.0,10665705.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613586/DSC_0975_bc0cd475-3bf5-4294-8074-f40c45b97a3f.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613586/DSC_0975_bc0cd475-3bf5-4294-8074-f40c45b97a3f.jpg
183198,b72c28c97b7e1cc86708722808d1d6a0990b67b2,2018-09-30 15:54:03,33.6796666666667,-79.0105666666667,442.0,7058422.0,4288.0,2848.0,s3://ladi/Images/FEMA_CAP/9096/615127/TimCooli_3d0cd16e-1966-4e3a-b223-26de75e5f2d5.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615127/TimCooli_3d0cd16e-1966-4e3a-b223-26de75e5f2d5.jpg
183890,df31de70805486c9f50a665dd8c82982f5e7ac68,2017-09-02 01:32:10,29.806205,-94.9287933333333,614.0,11071380.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613549/DSC_1118_b923402f-47c2-417c-a171-ada0f29c8b28.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613549/DSC_1118_b923402f-47c2-417c-a171-ada0f29c8b28.jpg
185619,bd7f907b87532512cd27b019714af2cb698387ea,2018-10-02 10:42:26,33.59305,-79.0119694444444,772.0,3529820.0,4608.0,3456.0,s3://ladi/Images/FEMA_CAP/9096/615129/BrettGro_15005123-033a-43da-a8cc-216b16ded46f.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615129/BrettGro_15005123-033a-43da-a8cc-216b16ded46f.jpg
188413,09e7034ea9d2eea2fe24eeb79f1ec6d401b8ae90,2015-10-10 11:31:30,35.224709999999995,-78.12477,514.0,6050416.0,4288.0,2848.0,s3://ladi/Images/FEMA_CAP/3043/291515/DSC_0106_7c6284e4-cf32-4078-b699-0628f4b91db7.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3043/291515/DSC_0106_7c6284e4-cf32-4078-b699-0628f4b91db7.jpg
195072,ddfa7deb43edf3f94305a934aec0966087aba1c6,2018-10-03 13:53:33,33.4313944444444,-79.2039388888889,110.0,3510412.0,4608.0,3456.0,s3://ladi/Images/FEMA_CAP/9096/615132/JoeBell-_98524263-6990-4f12-b94f-5e3973d74a85.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615132/JoeBell-_98524263-6990-4f12-b94f-5e3973d74a85.jpg
197109,311ce190271fb58713009ee6dc4e801e48f4fe6c,2017-09-05 14:06:21,29.7415216666667,-93.9254233333333,354.0,4378233.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9073/613934/010_9851_fd2fde4a-8312-44e2-ad17-f6bd0e84945c.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613934/010_9851_fd2fde4a-8312-44e2-ad17-f6bd0e84945c.jpg
197433,66dc7cfa48e196605c117d74dc9499a2183c19f6,2017-09-09 16:05:14,29.749326666666697,-95.3249983333333,291.0,13566489.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613802/387e6b26-542d-4c32-8359-f53d164bd2e0.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613802/387e6b26-542d-4c32-8359-f53d164bd2e0.jpg
205182,bda1ecd3e899c77ca654cae9df1bb38dd4d437d7,2017-09-01 22:32:22,30.306495,-93.955275,360.0,13548993.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613550/DSC_0221_9e23cc88-7d8d-47d8-8522-b909b975ad52.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613550/DSC_0221_9e23cc88-7d8d-47d8-8522-b909b975ad52.jpg
211793,035bfe3170751de74d5151dd9d52bae4a36582b7,2017-09-10 10:16:11,30.1635883333333,-94.089985,298.0,13641715.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613805/78f58a3d-3ea8-44a0-ac21-2c092f1d39c5.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613805/78f58a3d-3ea8-44a0-ac21-2c092f1d39c5.jpg
211835,437f5ee6201c7a3a8b8cfcf112d71d48217e85cc,2017-09-07 11:20:52,29.039665000000003,-95.15709333333331,291.0,7158406.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9073/613947/DSC_2413_780a664a-809e-4cb0-8866-782052871cdd.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613947/DSC_2413_780a664a-809e-4cb0-8866-782052871cdd.jpg
212011,142b1ad70b78021ee28b7f000d044f71a0455ca5,2017-09-10 09:43:38,29.458665000000003,-95.7219633333333,332.0,12555363.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613823/DSC_7547_7687d9d7-eb61-4f2b-af07-24ad2a90888b.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613823/DSC_7547_7687d9d7-eb61-4f2b-af07-24ad2a90888b.jpg
213006,7ee3a34c5772ff7e8fa67f5f2890b1b138cf8d26,2017-09-10 10:16:09,30.163590000000003,-94.0910016666667,299.0,13459301.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613805/8fb4272a-27e8-421e-9cad-c218eb16e06d.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613805/8fb4272a-27e8-421e-9cad-c218eb16e06d.jpg
213567,6b3d5601e34578964ab9073b486bb0a926d8cb3f,2017-09-10 09:44:16,29.4747866666667,-95.72232,339.0,11353707.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613823/DSC_7566_9ca05252-21f7-4416-9ea4-d70c50e38ec5.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613823/DSC_7566_9ca05252-21f7-4416-9ea4-d70c50e38ec5.jpg
215721,5bcee7f61ceec06c5c186a7f451e58f1017a7b3e,2017-09-08 13:57:28,30.1410466666667,-93.7439416666667,345.0,4059485.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9073/613890/DSC_4346_f288fd82-8508-4b81-944d-167bcc054e03.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613890/DSC_4346_f288fd82-8508-4b81-944d-167bcc054e03.jpg
224956,e9a5f6adb710ea21343a178645783db9c7949da3,2017-09-10 10:58:06,30.102805,-94.2044433333333,299.0,10210742.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613806/7dc0d3f9-62df-49ea-9711-db329e4e7026.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613806/7dc0d3f9-62df-49ea-9711-db329e4e7026.jpg
225214,cecad98b4346f914fb67173cbd3e14d0c0ae4de2,2017-09-07 11:32:29,29.204491666666698,-94.92226,285.0,7874284.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9073/613947/DSC_3053_99d0d2b4-0ba6-4cd1-9a70-57e44f3eab4b.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613947/DSC_3053_99d0d2b4-0ba6-4cd1-9a70-57e44f3eab4b.jpg
230898,94f61eb46ec91d3a878a4d49dcc046808da9e2f2,2017-09-07 08:56:15,30.1591316666667,-93.7745966666667,357.0,12719058.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613939/DSC_0174_f5107ba8-1dbe-4207-86f9-187fe1d884fe.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613939/DSC_0174_f5107ba8-1dbe-4207-86f9-187fe1d884fe.jpg
232359,dd3b449729bc2700d3c2315ef5037c0ce630b89f,2017-09-07 09:07:37,30.056771666666698,-93.7546516666667,352.0,15229931.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613939/DSC_0332_6afe75f3-adfd-492e-902f-f8504df61f75.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613939/DSC_0332_6afe75f3-adfd-492e-902f-f8504df61f75.jpg
236919,e7980af52b93170ae605cbb3a3f45f2ef990f9d7,2017-09-08 08:54:47,29.754946666666697,-95.5977683333333,402.0,4090438.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9073/613900/DSC_4978_8a7c61aa-e701-4dc7-848d-f4a94fe5b31b.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613900/DSC_4978_8a7c61aa-e701-4dc7-848d-f4a94fe5b31b.jpg
237082,b8418db08049d4e5b203e01145c6c63aa0476c76,2017-09-08 14:58:13,30.143881666666697,-93.665725,286.0,4010632.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9073/613890/DSC_4712_da474d6b-84ba-48ec-abd3-5ea8c7cd15d4.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613890/DSC_4712_da474d6b-84ba-48ec-abd3-5ea8c7cd15d4.jpg
237361,f3f4f2e15ca39524b8818410c289a287b2c654ec,2016-10-10 18:08:08,31.03402,-81.6031166666667,469.0,5693741.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/3045/291580/DSC_0342_67f1a78e-10fc-4850-8874-bb0d353c1eaf.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3045/291580/DSC_0342_67f1a78e-10fc-4850-8874-bb0d353c1eaf.jpg
237485,abb381df3836602e0806f474562c51ec9020b45d,2017-09-01 21:15:00,30.588585,-93.6778733333333,322.0,9300306.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613547/DSC_1781_cea9e165-6015-4d59-98e2-fa920db1b4d4.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613547/DSC_1781_cea9e165-6015-4d59-98e2-fa920db1b4d4.jpg
240372,5ff706b293e063c1e1c83c31e77fe0a3394b6941,2017-10-02 14:51:57,18.133776666666698,-65.439435,385.0,6687090.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614030/A0101_AP_936fb760-8c3d-4571-a7c0-d594236a855a.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614030/A0101_AP_936fb760-8c3d-4571-a7c0-d594236a855a.jpg
241433,86f2b12721b4f82b7ced9baf1932d65795bc042a,2016-10-10 11:22:44,30.9326366666667,-81.449595,471.0,6104889.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/3045/291582/DSC_2276_317dbfcf-ec61-4a61-a598-0e02d5dbd890.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3045/291582/DSC_2276_317dbfcf-ec61-4a61-a598-0e02d5dbd890.jpg
248362,c856131aade115f88375c8a11de2d19fdedfa055,2017-09-07 10:58:57,30.088385,-93.86962333333331,372.0,12338281.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613940/DSC_0848_4c125978-79f0-4413-8161-40963720d501.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613940/DSC_0848_4c125978-79f0-4413-8161-40963720d501.jpg
249035,0bdabb14b7b35b99c23f016d3f4542c03bdb1a10,2017-09-07 11:01:09,30.090290000000003,-93.9474866666667,370.0,12821138.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613940/DSC_0914_f1e4b4f0-fe58-4317-97c0-bc51cb61eb06.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613940/DSC_0914_f1e4b4f0-fe58-4317-97c0-bc51cb61eb06.jpg
249948,b73bd1456380f12325d0185a4025872e5714e858,2017-10-04 13:52:41,18.3390333333333,-66.0413166666667,596.0,7325354.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614040/A0078_AP_5e58399a-b091-4e8e-a4db-04ac0d673b5a.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614040/A0078_AP_5e58399a-b091-4e8e-a4db-04ac0d673b5a.jpg
249956,a8875e728b5e9c46bda540a65852ed5ee61b6e02,2017-10-04 14:35:11,18.255935,-65.9904033333333,721.0,7421232.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614040/A0078_AP_651c1781-87ca-41d6-9e01-9378ea66a898.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614040/A0078_AP_651c1781-87ca-41d6-9e01-9378ea66a898.jpg
250017,7e4cd10a6a5e9b5ace506c211c4c31a48c19119d,2017-09-07 11:05:39,30.0816683333333,-93.8938666666667,370.0,13737114.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613940/DSC_1041_8a8ca836-e643-46bb-b9f1-744ef6b2e919.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613940/DSC_1041_8a8ca836-e643-46bb-b9f1-744ef6b2e919.jpg
251918,2ea3e958818d7f0d4f418abdabef47b2e19d1e14,2017-09-01 23:10:26,30.24165,-94.0552316666667,368.0,10555728.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613550/DSC_1148_11181e26-6933-4b96-9365-01b95b1a2fe8.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613550/DSC_1148_11181e26-6933-4b96-9365-01b95b1a2fe8.jpg
252933,1c2631cb67e5b8283c96bb1baec4bd80f98e8361,2017-09-01 23:10:39,30.2415316666667,-94.0484133333333,364.0,10471738.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613550/DSC_1156_589bcb48-e32f-47cf-9c5d-66e47490ae53.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613550/DSC_1156_589bcb48-e32f-47cf-9c5d-66e47490ae53.jpg
254866,e94a9ed406a584c171573a6043a69f5fc87977e6,2017-09-01 21:21:55,30.673418333333302,-93.6288866666667,314.0,8781074.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613547/DSC_2133_8289cc80-f2fa-49ee-bc19-d20a9fb31155.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613547/DSC_2133_8289cc80-f2fa-49ee-bc19-d20a9fb31155.jpg
255593,7813b3b0989ec9733f417ccb156b841d9deb0ec3,2017-10-04 11:34:05,17.971729999999997,-66.25944333333331,366.0,7585184.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614042/A0080_AP_4c780c7d-0ee4-450d-9ff7-3f9b0989e45e.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614042/A0080_AP_4c780c7d-0ee4-450d-9ff7-3f9b0989e45e.jpg
256758,8c681fc5da51be1d22db2a0de3d0815d75d96b5d,2017-09-07 11:37:46,30.048240000000003,-93.8912266666667,370.0,14707537.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613940/DSC_1918_1e6d885c-7c1c-4a2e-984d-b0cbde8774da.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613940/DSC_1918_1e6d885c-7c1c-4a2e-984d-b0cbde8774da.jpg
262230,6b258256177373a5157b377201c767022253cb57,2017-09-20 09:25:12,27.231495000000002,-80.2998483333333,177.0,9680995.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9074/613883/DSC_0774_9788a7cc-50c8-4382-ba0a-24eb5e8f9be8.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9074/613883/DSC_0774_9788a7cc-50c8-4382-ba0a-24eb5e8f9be8.jpg
263974,7adf8dc7309cd408d9709b7e92fe42a1c5673cc2,2017-09-07 09:57:14,29.750133333333302,-95.5475266666667,301.0,5826098.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9073/613941/DSC_4502_7ea8481c-dd6a-4364-8cb5-ff8bcc5382ab.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613941/DSC_4502_7ea8481c-dd6a-4364-8cb5-ff8bcc5382ab.jpg
264268,802ef43a2f356919d115bc2dae4c23cf68f7d122,2017-09-07 09:58:27,29.739829999999998,-95.5180283333333,274.0,5831977.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9073/613941/DSC_4550_cb025314-b47f-435f-a8d0-555bb9829391.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613941/DSC_4550_cb025314-b47f-435f-a8d0-555bb9829391.jpg
265306,3be97f148767083559714d6db0a3924a4b8f756f,2017-10-04 16:04:38,17.97741,-66.3114616666667,399.0,7539045.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614044/A0153_AP_10786cc1-e666-42f2-b4d7-6f69e0ade621.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614044/A0153_AP_10786cc1-e666-42f2-b4d7-6f69e0ade621.jpg
266569,7047f573d582e9b44d25fde24374823c4d5477f4,2017-10-04 15:58:06,17.963398333333302,-66.2947066666667,402.0,7301713.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614044/A0153_AP_7e3a37f9-2a07-41fb-84e3-6be0351aead0.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614044/A0153_AP_7e3a37f9-2a07-41fb-84e3-6be0351aead0.jpg
267929,e80733fbc218d427786f2449f1f6429dc22b2df4,2017-09-07 10:24:38,28.9807333333333,-95.583095,377.0,4018899.0,2992.0,2000.0,s3://ladi/Images/FEMA_CAP/9073/613942/DSC_2145_fb5001f5-2c56-407c-9ade-e3024ffd2b9f.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613942/DSC_2145_fb5001f5-2c56-407c-9ade-e3024ffd2b9f.jpg
274162,67b184e1daf3d908c8ca8c6e221cd2b2963c7a19,2017-09-10 09:20:27,29.7329833333333,-95.04449,280.0,9940558.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613829/DSC_9751_3f701743-f36f-458e-a93e-1422b34870f7.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613829/DSC_9751_3f701743-f36f-458e-a93e-1422b34870f7.jpg
276685,d7f936edba648032227416e75855fff2486755d8,2017-09-20 10:43:02,28.564384999999998,-81.5084066666667,376.0,7921734.0,4928.0,3264.0,s3://ladi/Images/FEMA_CAP/9074/613906/DSC_4600_f3041e29-4abf-4b5c-83be-57a83599211f.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9074/613906/DSC_4600_f3041e29-4abf-4b5c-83be-57a83599211f.jpg
278402,e2aaf8ae65a707dc15041537f62948eed1cf02fc,2017-09-07 11:50:18,30.011403333333302,-95.1591616666667,308.0,10594100.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613946/DSC_4551_d7875992-f29d-46b5-832e-137c1b58fcb3.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613946/DSC_4551_d7875992-f29d-46b5-832e-137c1b58fcb3.jpg
278922,ba48fc85048ed37d134d01e8b338712a286cd4ae,2017-09-07 11:52:08,29.9545066666667,-95.1586816666667,312.0,9596520.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613946/DSC_4648_45233c4d-f448-461f-9fcd-81d699af23ae.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613946/DSC_4648_45233c4d-f448-461f-9fcd-81d699af23ae.jpg
282394,bce8baccf65dc31588f6dd5e0c6e45ab7ea4a2cb,2017-09-10 09:27:14,29.794159999999998,-95.0600916666667,287.0,10018711.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613829/DSC_9898_50b7e0af-d441-48a8-a944-5e8b0f85e3e5.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613829/DSC_9898_50b7e0af-d441-48a8-a944-5e8b0f85e3e5.jpg
284886,0425472b3926073f5b6c3e6851a6128388301f2a,2017-09-10 13:27:05,29.972534999999997,-95.655535,303.0,10732085.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613823/DSC_0618_e72a4c7c-fbcf-4d3b-b1a8-bbadf7639a00.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613823/DSC_0618_e72a4c7c-fbcf-4d3b-b1a8-bbadf7639a00.jpg
287718,0060244c2df7c2b1c14a11fca5d9c3c199cae126,2017-09-07 12:41:11,29.929904999999998,-95.139375,356.0,8951834.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613946/DSC_6580_248ee2d6-c256-40bf-9638-873da7b3ad24.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613946/DSC_6580_248ee2d6-c256-40bf-9638-873da7b3ad24.jpg
292618,9b5d50f5e4d65cb01d71562d8105734dfb78da92,2017-09-08 14:11:34,28.8843516666667,-96.0412433333333,302.0,15270147.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613884/DSC_8151_07bdb6a1-87f9-4d91-bd96-a1f3448ec7f8.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613884/DSC_8151_07bdb6a1-87f9-4d91-bd96-a1f3448ec7f8.jpg
293784,4a438fd82b47dc65c2552ecc7489944e1cc678f1,2019-07-16 08:47:10,30.4215883333333,-90.5292483333333,296.0,6167923.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9150/616087/DSC_3956_df16530d-79b6-4904-a890-864ec3d19b53.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9150/616087/DSC_3956_df16530d-79b6-4904-a890-864ec3d19b53.jpg
296456,f6f19ab4ff40d25e50b2c1445e52c4db75c478b2,2017-09-07 14:21:46,28.6232116666667,-96.93377,281.0,8620241.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9073/613948/DSC_2881_87160f10-bbee-4312-ab66-70eee10b2604.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613948/DSC_2881_87160f10-bbee-4312-ab66-70eee10b2604.jpg
